"﻿变量名",name,name_tw,name_en,name_kr,desc,desc_tw,desc_en,desc_kr,quality,weight,duration,levelRange,award,extraAward,fightinPoints,cardNums,cardNatures,cardNatureRate,condition1,condition1Arg,rate1
默认值,"""""","""""","""""","""""","""""","""""","""""","""""",1,1,1,<1;100>,{},{},<1.0;1.5>,5,<>,50,0,{1=2},50
序号,任务名字,任務名字,任务名字,任务名字_韩,任务描述,任务描述,任务描述,任务描述_韩,品质,权值,时长(分钟),等级范围(左闭右闭),基础奖励,额外奖励,战力范围修正,上阵卡牌数量,卡牌元素类型,卡牌元素类型成功率,额外条件1 (1-星级;2-阶数;3-资质),额外条件1参数 ({星级/阶数/资质=数量}),成功率加成几率1
404,Soothe the Pokémon,安撫精靈,Soothe the Pokémon,포켓몬 달래기,Soothe the Pokémons that hinders the citizens from traveling around in this city.,把在本市擾亂市民正常出行的精靈安撫平定下來。,Soothe the Pokémons that hinders the citizens from traveling around in this city.,도시에서 시민들의 정상적인 외출을 방해하는 포켓몬을 달래주세요.,5,100,300,<60;64>,{gold=42500;2103=2},{2103=1;5000=5},<1.1;1.3>,4,<6;12;16>,50,2,{6=2},50
405,Kiwifruit,奇異果實,Kiwifruit,키위,Form a team of Pokémons to explore the forest and find kiwifruits.,組織一隊精靈前往森林進行探索，需找一種名為奇異果實的食物。,Form a team of Pokémons to explore the forest and find kiwifruits.,"포켓몬 팀을 꾸려 숲을 탐색하고, 키위라는 과일을 찾으세요.",5,100,300,<60;64>,{gold=42500;2103=2},{2103=1;941=1},<1.1;1.3>,4,<6;16;18>,50,3,{3=2},50
406,Eliminate pests,消滅害蟲,Eliminate pests,해충 박멸,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,近期森林中的害蟲氾濫，需要各方精靈前去清除。,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,"최근에 숲에서 해충이 범람하여, 포켓몬을 보내 박멸이 필요함.",1,100,60,<65;69>,{gold=19000;2101=2},{2101=1;900=1},<0.4;0.6>,3,<12;16;18>,50,1,{5=1},50
407,Pick berries,採集樹果,Pick berries,과일 채집,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,又到了樹果盛產的季節，和精靈組織一場採集樹果的郊遊吧！,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,과일 수확의 계절이 찾아왔습니다. 포켓몬들과 함께 과일을 따러 가세요!,1,100,60,<65;69>,{gold=19000;2101=2},{2101=1;5000=2},<0.4;0.6>,3,<3;11;16>,50,2,{8=1},50
408,Waste sorting,垃圾分類,Waste sorting,분리수거,Let's sort the waste in order to protect our environment.,為了更好的保護環境，來進行垃圾分類吧。,Let's sort the waste in order to protect our environment.,"환경을 지키기 위해, 쓰레기를 분리수거해주세요.",1,100,60,<65;69>,{gold=19000;2101=2},{2101=1;451=3},<0.4;0.6>,3,<7;13;5>,50,3,{2=1},50
409,Missing Pokémon,尋寵啟示,Missing Pokémon,애완동물 실종 전단지,The trainer in town has lost his Pokémon. Help him find it.,鎮上的訓練家把自己的精靈弄丟了，需要請求幫忙一起尋找。,The trainer in town has lost his Pokémon. Help him find it.,마을에서 어느 트레이너가 자신의 포켓몬을 잃어버렸답니다. 같이 찾아 주세요.,2,100,120,<65;69>,{gold=23750;2101=4},{2101=2;900=3},<0.5;0.7>,3,<1;11;15>,50,1,{5=1},50
410,Spiritual Mentor,心靈導師,Spiritual Mentor,심령술사,Use Pokémons to comfort the lost villagers and relief the depressing mood.,用精靈去溫暖失落的村民，釋放壓抑的心情。,Use Pokémons to comfort the lost villagers and relief the depressing mood.,"낙심하는 마을 주민을 포켓몬으로 위로해 주고, 우울한 기분을 풀어주세요.",2,100,120,<65;69>,{gold=23750;2101=4},{2101=2;5000=3},<0.5;0.7>,3,<5;7;17>,50,2,{8=1},50
411,Help to find Pokémon,協助尋寵,Help to find Pokémon,애완동물 찾아주기,Help rookie trainers train their Pokémons.,幫助新手訓練家馴服自己的精靈。,Help rookie trainers train their Pokémons.,새로 온 트레이너의 포켓몬 훈련을 도와주세요.,2,100,120,<65;69>,{gold=23750;2101=4},{2101=2;451=6},<0.5;0.7>,3,<3;8;18>,50,3,{2=1},50
412,Catch the criminal,抓捕罪犯,Catch the criminal,범죄자 체포,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,警方找到通緝多年偷盜精靈的小偷，協助員警進行抓捕！,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,경찰이 수년간 수배한 포켓몬 도둑을 찾아냈습니다. 경찰을 도와 범인을 잡으세요!,3,100,180,<65;69>,{gold=28500;2102=2},{2102=1;900=3},<0.6;0.8>,3,<10;13;17>,50,1,{5=1},50
413,Protect the villagers,保護村民,Protect the villagers,마을 주민 보호,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,野生的精靈最近暴亂，經常襲擊鎮上村民，請前去保護村民安全！,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,"야생의 포켓몬들이 최근 폭동을 일으켜, 마을 주민을 습격하고 있습니다. 주민들을 지켜주세요!",3,100,180,<65;69>,{gold=28500;2102=2},{2102=1;5000=3},<0.6;0.8>,3,<10;17;5>,50,2,{8=2},50
414,Follow the target,跟蹤目標,Follow the target,목표 추적,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,員警請求訓練家説明跟蹤目標人物，並回饋行蹤。,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,경찰이 트레이너에게 타깃 인물을 추적하고 행적을 알려달라 요청했습니다.,3,100,180,<65;69>,{gold=28500;2102=2},{2102=1;451=9},<0.6;0.8>,3,<13;17;5>,50,3,{3=2},50
415,Escort the Professor,護送博士,Escort the Professor,박사님 호송하기,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,博士委託訓練家協會來護送自己，要求安全抵達目的地。,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,박사님이 트레이너 협회에 자신을 목적지까지 안전하게 호송해달라 요청했습니다.,4,100,240,<65;69>,{gold=38000;2102=4},{2102=2;901=2},<0.9;1.1>,4,<2;8;16>,50,1,{5=2},50
416,Escort the Document,押運文件,Escort the Document,문서 전달,"The mysterious organization requested for a trainer to protect and deliver the confidential documents. ",神秘機構委託訓練家來幫忙押運機密檔，完成後可獲得豐厚報酬。,"The mysterious organization requested for a trainer to protect and deliver the confidential documents. ",수수께끼의 기관이 트레이너에게 기밀문서 운송을 위탁했습니다. 완료하면 푸짐한 보수를 얻을 수 있습니다,4,100,240,<65;69>,{gold=38000;2102=4},{2102=2;5000=5},<0.9;1.1>,4,<2;11;17>,50,2,{8=2},50
417,Private Investigator,私人偵探,Private Investigator,사설 탐정,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,村民私下委託訓練家們來調查自己物件的行蹤。,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,마을 주민이 사적으로 트레이너들에게 대상의 행적을 조사해달라 위탁했습니다.,4,100,240,<65;69>,{gold=38000;2102=4},{2102=2;940=1},<0.9;1.1>,4,<4;10;15>,50,3,{3=2},50
418,Alola Investigation,阿羅拉調查,Alola Investigation,알로라 조사,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,派遣精靈前往阿羅拉地區，調查當地是否有野生的夢幻出沒。,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,"포켓몬을 알로라 지역으로 파견해, 야생의 뮤가 출몰했는지 조사하라 했습니다.",5,100,300,<65;69>,{gold=47500;2103=2},{2103=1;901=3},<1.1;1.3>,4,<13;5;11>,50,1,{5=2},50
419,Soothe the Pokémon,安撫精靈,Soothe the Pokémon,포켓몬 달래기,Soothe the Pokémons that hinders the citizens from traveling around in this city.,把在本市擾亂市民正常出行的精靈安撫平定下來。,Soothe the Pokémons that hinders the citizens from traveling around in this city.,도시에서 시민들의 정상적인 외출을 방해하는 포켓몬을 달래주세요.,5,100,300,<65;69>,{gold=47500;2103=2},{2103=1;5000=5},<1.1;1.3>,4,<17;5;14>,50,2,{8=2},50
420,Kiwifruit,奇異果實,Kiwifruit,키위,Form a team of Pokémons to explore the forest and find kiwifruits.,組織一隊精靈前往森林進行探索，需找一種名為奇異果實的食物。,Form a team of Pokémons to explore the forest and find kiwifruits.,"포켓몬 팀을 꾸려 숲을 탐색하고, 키위라는 과일을 찾으세요.",5,100,300,<65;69>,{gold=47500;2103=2},{2103=1;941=1},<1.1;1.3>,4,<17;11;6>,50,3,{3=2},50
421,Eliminate pests,消滅害蟲,Eliminate pests,해충 박멸,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,近期森林中的害蟲氾濫，需要各方精靈前去清除。,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,"최근에 숲에서 해충이 범람하여, 포켓몬을 보내 박멸이 필요함.",1,100,60,<70;74>,{gold=21000;2101=2},{2101=1;900=1},<0.4;0.6>,3,<1;11;17>,50,1,{6=1},50
422,Pick berries,採集樹果,Pick berries,과일 채집,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,又到了樹果盛產的季節，和精靈組織一場採集樹果的郊遊吧！,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,과일 수확의 계절이 찾아왔습니다. 포켓몬들과 함께 과일을 따러 가세요!,1,100,60,<70;74>,{gold=21000;2101=2},{2101=1;5000=2},<0.4;0.6>,3,<6;11;16>,50,2,{9=1},50
423,Waste sorting,垃圾分類,Waste sorting,분리수거,Let's sort the waste in order to protect our environment.,為了更好的保護環境，來進行垃圾分類吧。,Let's sort the waste in order to protect our environment.,"환경을 지키기 위해, 쓰레기를 분리수거해주세요.",1,100,60,<70;74>,{gold=21000;2101=2},{2101=1;451=3},<0.4;0.6>,3,<5;11;14>,50,3,{2=1},50
424,Missing Pokémon,尋寵啟示,Missing Pokémon,애완동물 실종 전단지,The trainer in town has lost his Pokémon. Help him find it.,鎮上的訓練家把自己的精靈弄丟了，需要請求幫忙一起尋找。,The trainer in town has lost his Pokémon. Help him find it.,마을에서 어느 트레이너가 자신의 포켓몬을 잃어버렸답니다. 같이 찾아 주세요.,2,100,120,<70;74>,{gold=26250;2101=4},{2101=2;900=3},<0.5;0.7>,3,<5;14;12>,50,1,{6=1},50
425,Spiritual Mentor,心靈導師,Spiritual Mentor,심령술사,Use Pokémons to comfort the lost villagers and relief the depressing mood.,用精靈去溫暖失落的村民，釋放壓抑的心情。,Use Pokémons to comfort the lost villagers and relief the depressing mood.,"낙심하는 마을 주민을 포켓몬으로 위로해 주고, 우울한 기분을 풀어주세요.",2,100,120,<70;74>,{gold=26250;2101=4},{2101=2;5000=3},<0.5;0.7>,3,<11;6;12>,50,2,{9=1},50
426,Help to find Pokémon,協助尋寵,Help to find Pokémon,애완동물 찾아주기,Help rookie trainers train their Pokémons.,幫助新手訓練家馴服自己的精靈。,Help rookie trainers train their Pokémons.,새로 온 트레이너의 포켓몬 훈련을 도와주세요.,2,100,120,<70;74>,{gold=26250;2101=4},{2101=2;451=6},<0.5;0.7>,3,<5;7;13>,50,3,{2=1},50
427,Catch the criminal,抓捕罪犯,Catch the criminal,범죄자 체포,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,警方找到通緝多年偷盜精靈的小偷，協助員警進行抓捕！,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,경찰이 수년간 수배한 포켓몬 도둑을 찾아냈습니다. 경찰을 도와 범인을 잡으세요!,3,100,180,<70;74>,{gold=31500;2102=2},{2102=1;900=3},<0.6;0.8>,3,<2;8;13>,50,1,{6=2},50
428,Protect the villagers,保護村民,Protect the villagers,마을 주민 보호,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,野生的精靈最近暴亂，經常襲擊鎮上村民，請前去保護村民安全！,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,"야생의 포켓몬들이 최근 폭동을 일으켜, 마을 주민을 습격하고 있습니다. 주민들을 지켜주세요!",3,100,180,<70;74>,{gold=31500;2102=2},{2102=1;5000=3},<0.6;0.8>,3,<11;12;16>,50,2,{9=2},50
429,Follow the target,跟蹤目標,Follow the target,목표 추적,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,員警請求訓練家説明跟蹤目標人物，並回饋行蹤。,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,경찰이 트레이너에게 타깃 인물을 추적하고 행적을 알려달라 요청했습니다.,3,100,180,<70;74>,{gold=31500;2102=2},{2102=1;451=9},<0.6;0.8>,3,<14;12;18>,50,3,{3=2},50
430,Escort the Professor,護送博士,Escort the Professor,박사님 호송하기,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,博士委託訓練家協會來護送自己，要求安全抵達目的地。,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,박사님이 트레이너 협회에 자신을 목적지까지 안전하게 호송해달라 요청했습니다.,4,100,240,<70;74>,{gold=42000;2102=4},{2102=2;901=2},<0.9;1.1>,4,<14;16;18>,50,1,{6=2},50
431,Escort the Document,押運文件,Escort the Document,문서 전달,"The mysterious organization requested for a trainer to protect and deliver the confidential documents. ",神秘機構委託訓練家來幫忙押運機密檔，完成後可獲得豐厚報酬。,"The mysterious organization requested for a trainer to protect and deliver the confidential documents. ",수수께끼의 기관이 트레이너에게 기밀문서 운송을 위탁했습니다. 완료하면 푸짐한 보수를 얻을 수 있습니다,4,100,240,<70;74>,{gold=42000;2102=4},{2102=2;5000=5},<0.9;1.1>,4,<2;8;15>,50,2,{9=2},50
432,Private Investigator,私人偵探,Private Investigator,사설 탐정,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,村民私下委託訓練家們來調查自己物件的行蹤。,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,마을 주민이 사적으로 트레이너들에게 대상의 행적을 조사해달라 위탁했습니다.,4,100,240,<70;74>,{gold=42000;2102=4},{2102=2;940=1},<0.9;1.1>,4,<6;12;16>,50,3,{3=2},50
433,Alola Investigation,阿羅拉調查,Alola Investigation,알로라 조사,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,派遣精靈前往阿羅拉地區，調查當地是否有野生的夢幻出沒。,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,"포켓몬을 알로라 지역으로 파견해, 야생의 뮤가 출몰했는지 조사하라 했습니다.",5,100,300,<70;74>,{gold=52500;2103=2},{2103=1;901=3},<1.1;1.3>,4,<6;16;18>,50,1,{6=3},50
